Name,Component,Side,Place X,Place Y,Rotation
LED1,SM_LED_0805i_2012m,Top,0.2913,2.8346,270
LED2,SM_LED_0805i_2012m,Top,0.2913,2.6535,270
LED3,SM_LED_0805i_2012m,Top,0.2913,2.4724,270
T9,SM_MosFET_P-ch_SOT23-3,Top,0.6732,3.7402,0
T2,SM_MosFET_SOIC8_E4,Top,7.3465,1.8031,90
T3,SM_MosFET_SOIC8_E4,Top,7.3465,1.4094,90
T7,SM_MosFET_SOIC8_E4,Top,7.3465,2.1969,90
D1,SM_Zehner_Diode_DO214,Top,0.8189,5.311,270
D10,SM_Zehner_Diode_SOD106,Top,7.2047,0.3583,270
D16,SM_Zehner_Diode_SOD106,Top,7.0709,3.689,180
D5,SM_Zehner_Diode_SOD123,Top,5.2598,0.2717,180
D6,SM_Zehner_Diode_SOD123,Top,5.4449,0.6181,90
D7,SM_Zehner_Diode_SOD123,Top,5.7717,0.7087,180
D8,SM_Zehner_Diode_SOD123,Top,0.6417,2.1575,270
D22,SM_Zehner_Diode_SOD123,Top,2.8898,2.9291,270
D23,SM_Zehner_Diode_SOD123,Top,2.5354,2.9291,90
D29,SM_Zehner_Diode_SOD123,Top,2.9724,3.752,0
D30,SM_Zehner_Diode_SOD123,Top,2.7047,3.752,0
D35,SM_Zehner_Diode_SOD123,Top,0.8937,3.748,0
D37,SM_Zehner_Diode_SOD123,Top,1.0512,1.3543,180
U13,SN74LVC1G175DBVT-FlipFlop,Top,5.5039,2.9134,180
T5,SOT32_MosFET_N-ch,Top,6.4882,3.2913,90
T6,SOT32_MosFET_N-ch,Top,5.9134,2.9213,270
VR3,Volt_Reg_Neg_SOIC,Top,3.0709,3.0984,0
VR1,Volt_Reg_Pos_SOIC,Top,2.7126,3.0984,0
XTAL1,XTAL_3.2_2.5m,Top,2,2.7441,90
