Name,Component,Side,Place X,Place Y,Rotation
C33,C_Cap_Cera_SMD_2012m,Top,5.563,0.2717,0
C34,C_Cap_Cera_SMD_2012m,Top,5.622,0.5945,0
C35,C_Cap_Cera_SMD_2012m,Top,6.2087,1.0906,0
C36,C_Cap_Cera_SMD_2012m,Top,6.2953,0.8465,180
C38,C_Cap_Cera_SMD_2012m,Top,5.4173,1.5197,90
C39,C_Cap_Cera_SMD_2012m,Top,5.437,1.878,0
C40,C_Cap_Cera_SMD_2012m,Top,5.9685,2.0906,0
C41,C_Cap_Cera_SMD_2012m,Top,6.4724,2.1299,270
C42,C_Cap_Cera_SMD_2012m,Top,6.7008,1.5669,90
C43,C_Cap_Cera_SMD_2012m,Top,6.7008,1.9213,90
C44,C_Cap_Cera_SMD_2012m,Top,6.7008,2.2087,90
C45,C_Cap_Cera_SMD_2012m,Top,6.252,2.8031,0
C46,C_Cap_Cera_SMD_2012m,Top,6.252,2.4094,0
C47,C_Cap_Cera_SMD_2012m,Top,5.7244,3.2047,180
C48,C_Cap_Cera_SMD_2012m,Top,5.8976,3.563,0
C49,C_Cap_Cera_SMD_2012m,Top,5.9134,3.2087,180
C50,C_Cap_Cera_SMD_2012m,Top,6.0472,3.4055,270
C51,C_Cap_Cera_SMD_2012m,Top,5.462,2.7756,0
C52,C_Cap_Cera_SMD_2012m,Top,5.5591,0.8189,0
C53,C_Cap_Cera_SMD_2012m,Top,1.0945,2.6063,0
C54,C_Cap_Cera_SMD_2012m,Top,1.5591,2.9803,0
C55,C_Cap_Cera_SMD_2012m,Top,0.7717,2.3661,180
C56,C_Cap_Cera_SMD_2012m,Top,2.0118,0.4724,270
C57,C_Cap_Cera_SMD_2012m,Top,6.1575,0.4016,90
C58,C_Cap_Cera_SMD_2012m,Top,2.1496,2.7362,270
C59,C_Cap_Cera_SMD_2012m,Top,2,2.9094,180
C60,C_Cap_Cera_SMD_2012m,Top,2.8504,1.5236,0
C61,C_Cap_Cera_SMD_2012m,Top,3.4449,1.2638,90
C62,C_Cap_Cera_SMD_2012m,Top,3.189,1.5512,0
C63,C_Cap_Cera_SMD_2012m,Top,3.0551,1.9055,270
C64,C_Cap_Cera_SMD_2012m,Top,3.1496,0.6654,90
C65,C_Cap_Cera_SMD_2012m,Top,3.5236,0.5472,270
C66,C_Cap_Cera_SMD_2012m,Top,3.2638,0.2717,180
C67,C_Cap_Cera_SMD_2012m,Top,3.315,0.9488,0
C68,C_Cap_Cera_SMD_2012m,Top,3.4606,0.374,180
C69,C_Cap_Cera_SMD_2012m,Top,3.5039,0.8465,180
C70,C_Cap_Cera_SMD_2012m,Top,2.9764,0.8071,90
C71,C_Cap_Cera_SMD_2012m,Top,2.9291,0.3346,270
C72,C_Cap_Cera_SMD_2012m,Top,4.5157,0.9409,0
C73,C_Cap_Cera_SMD_2012m,Top,4.9134,1.2638,270
C74,C_Cap_Cera_SMD_2012m,Top,4.3701,1.1378,90
C75,C_Cap_Cera_SMD_2012m,Top,4.4685,1.1378,90
C76,C_Cap_Cera_SMD_2012m,Top,2.7913,1.0276,0
C77,C_Cap_Cera_SMD_2012m,Top,5.862,1.6866,270
C80,C_Cap_Cera_SMD_2012m,Top,3.5236,4.7087,90
C84,C_Cap_Cera_SMD_2012m,Top,4.0354,3.9291,270
C85,C_Cap_Cera_SMD_2012m,Top,3.6693,4.1024,90
C86,C_Cap_Cera_SMD_2012m,Top,4.185,5.0787,90
C87,C_Cap_Cera_SMD_2012m,Top,4.5512,4.8819,270
C88,C_Cap_Cera_SMD_2012m,Top,5.4449,4.8858,270
C89,C_Cap_Cera_SMD_2012m,Top,5.0669,5.0787,90
C90,C_Cap_Cera_SMD_2012m,Top,3.9252,3.7874,0
C91,C_Cap_Cera_SMD_2012m,Top,3.8386,4.2441,180
C92,C_Cap_Cera_SMD_2012m,Top,4.3465,5.2008,180
C93,C_Cap_Cera_SMD_2012m,Top,4.2992,4.7362,180
C94,C_Cap_Cera_SMD_2012m,Top,5.189,4.7362,180
C95,C_Cap_Cera_SMD_2012m,Top,5.2362,5.1929,0
C96,C_Cap_Cera_SMD_2012m,Top,5.7677,4.7323,0
C97,C_Cap_Cera_SMD_2012m,Top,5.7205,5.2087,180
C98,C_Cap_Cera_SMD_2012m,Top,4.2126,1.7677,180
C99,C_Cap_Cera_SMD_2012m,Top,4.2126,1.8622,180
C100,C_Cap_Cera_SMD_2012m,Top,4.2441,2.3425,0
C101,C_Cap_Cera_SMD_2012m,Top,4.9449,2.0157,270
C102,C_Cap_Cera_SMD_2012m,Top,4.5827,2.2677,270
C103,C_Cap_Cera_SMD_2012m,Top,4.6693,1.7559,180
C104,C_Cap_Cera_SMD_2012m,Top,4.7795,2.437,180
C105,C_Cap_Cera_SMD_2012m,Top,1.9173,0.4724,270
C110,C_Cap_Cera_SMD_2012m,Top,4.7362,4.3819,270
C111,C_Cap_Cera_SMD_2012m,Top,4.6693,3.8543,180
C114,C_Cap_Cera_SMD_2012m,Top,5.626,4.3819,270
C115,C_Cap_Cera_SMD_2012m,Top,5.5551,3.8543,180
C116,C_Cap_Cera_SMD_2012m,Top,5.5276,4.4134,270
C117,C_Cap_Cera_SMD_2012m,Top,5.4291,4.4134,270
C118,C_Cap_Cera_SMD_2012m,Top,5.3307,4.4134,270
C119,C_Cap_Cera_SMD_2012m,Top,5.2323,4.4134,270
C122,C_Cap_Cera_SMD_2012m,Top,3.3228,3.7835,0
C123,C_Cap_Cera_SMD_2012m,Top,1.5079,4.3346,0
C124,C_Cap_Cera_SMD_2012m,Top,1.9921,5.3268,270
C126,C_Cap_Cera_SMD_2012m,Top,3.4449,1.4567,90
C127,C_Cap_Cera_SMD_2012m,Top,4.811,5.2953,0
C128,C_Cap_Cera_SMD_2012m,Top,4.9409,1.8189,270
C129,C_Cap_Cera_SMD_2012m,Top,4.9449,2.2205,270
C106,C_Cap_Cera_SMD_3216m,Top,8.2913,0.5551,180
C107,C_Cap_Cera_SMD_3216m,Top,8.4724,4.3307,180
C108,C_Cap_Cera_SMD_3216m,Top,8.4843,4.8425,180
C109,C_Cap_Cera_SMD_3216m,Top,8.4961,3.5039,90
C3,C_Cap_Pol_SMD_3528m,Top,3.0551,5.1378,90
C17,C_Cap_Pol_SMD_3528m,Top,2.0787,3.6496,180
C25,C_Cap_Pol_SMD_3528m,Top,2.5748,2.7205,0
C27,C_Cap_Pol_SMD_3528m,Top,3.4016,2.4884,270
C37,C_Cap_Pol_SMD_3528m,Top,3.0551,5.4016,270
C81,C_Cap_Pol_SMD_3528m,Top,2.937,4.437,180
C82,C_Cap_Pol_SMD_3528m,Top,2.6614,4.437,180
C125,C_Cap_Pol_SMD_3528m,Top,3.0591,2.7205,0
J14,C_Con2_2-54_solder_wire,Top,5.0512,1.811,270
J16,C_Con2_2-54_solder_wire,Top,5.9291,4.3189,0
J7,C_Con4_FAN_2-54,Top,0.2795,2.2087,0
J18,C_Con8_SPI_Ext_Ada3328_RTD,Top,1.2058,0.7718,90
J8,C_Con9_IC2_Ext_Adafruit,Top,1.6782,0.8218,90
J17,C_Con9_SPI_Ext_Ada3263_TC_AMP,Top,1.4578,0.8218,90
VR5,C_DCDC_1ch_7pin_2-54pitch,Top,2.5,5.2784,0
VR4,C_DCDC_2ch_7pin_2-54pitch,Top,2.5,4.7508,0
L4,C_Ferride_Bead_SMD_3216m,Top,8.5157,0.752,180
L5,C_Ferride_Bead_SMD_3216m,Top,8.5157,0.5551,180
RS1,C_FR4-2321-4pin_+TO220+HeatSink,Top,7.5591,3.1024,0
FS4,C_Fuse_6-3x32mm_&_5x20mm,Top,8.1378,4.7419,90
FS1,C_Fuse_22-6,Top,1.0118,4.8228,0
L6,C_IND_SMD_4-8_4-8_SQRpad,Top,1.4094,5.3583,0
L7,C_IND_SMD_4-8_4-8_SQRpad,Top,3.315,5.374,0
L8,C_IND_SMD_4-8_4-8_SQRpad,Top,2.6417,4.1811,270
L9,C_IND_SMD_4-8_4-8_SQRpad,Top,3.0354,4.1811,270
T4,C_IRFB4227+MUR1520_+Heatsink,Top,7.0709,4.0492,180
J2,C_Jump10_2-54,Top,0.7795,3.1417,90
T1,C_MosFET+RA-T2X-xxE_HeatSink,Top,6.9528,4.9724,180
NTC1,C_NTC_SMD_2012m,Top,4.8425,1.8189,90
SW1,C_Relay_DPDT_1C-Latch,Top,5.7563,1.2126,180
SW2,C_Relay_DPDT_1C-Latch,Top,0.5791,1.7717,180
SW3,C_Relay_DPDT_1C-Latch,Top,6.9055,0.9217,270
SW4,C_Relay_DPDT_1C-Latch,Top,6.8697,0.3583,0
R1,C_RES_SMD_2012m,Top,1.0079,2.8898,0
R2,C_RES_SMD_2012m,Top,1.0079,2.9921,0
R3,C_RES_SMD_2012m,Top,1.0079,3.0945,0
R4,C_RES_SMD_2012m,Top,1.0079,3.1969,0
R5,C_RES_SMD_2012m,Top,1.0079,3.2992,0
R7,C_RES_SMD_2012m,Top,1.748,4.1299,180
R8,C_RES_SMD_2012m,Top,1.748,4.0197,180
R9,C_RES_SMD_2012m,Top,1.6535,3.2874,90
R10,C_RES_SMD_2012m,Top,2.0394,2.4606,0
R11,C_RES_SMD_2012m,Top,2.5984,1.8543,0
R12,C_RES_SMD_2012m,Top,2.0394,2.3504,0
R13,C_RES_SMD_2012m,Top,1.9134,2.248,0
R14,C_RES_SMD_2012m,Top,1.9134,2.1496,0
R15,C_RES_SMD_2012m,Top,7.2165,0.7047,180
R16,C_RES_SMD_2012m,Top,7.2165,0.5866,180
R17,C_RES_SMD_2012m,Top,7.2165,0.8465,180
R21,C_RES_SMD_2012m,Top,6.5827,3.689,0
R22,C_RES_SMD_2012m,Top,7.2165,0.9449,180
R23,C_RES_SMD_2012m,Top,4.3189,0.8661,0
R24,C_RES_SMD_2012m,Top,4.622,2.7441,270
R25,C_RES_SMD_2012m,Top,4.7165,2.7441,270
R26,C_RES_SMD_2012m,Top,4.5276,2.7441,270
R27,C_RES_SMD_2012m,Top,6,1.6378,180
R28,C_RES_SMD_2012m,Top,6,1.7362,180
R29,C_RES_SMD_2012m,Top,5.0551,3.4134,0
R30,C_RES_SMD_2012m,Top,5.0551,2.9409,0
R31,C_RES_SMD_2012m,Top,5.0551,3.0354,0
R32,C_RES_SMD_2012m,Top,6.8465,2.1535,180
R33,C_RES_SMD_2012m,Top,6.8465,2.2559,180
R34,C_RES_SMD_2012m,Top,6.8465,1.8661,180
R35,C_RES_SMD_2012m,Top,6.8465,1.9685,180
R36,C_RES_SMD_2012m,Top,6.8465,1.5118,180
R37,C_RES_SMD_2012m,Top,6.8465,1.6142,180
R38,C_RES_SMD_2012m,Top,6.5197,3,0
R39,C_RES_SMD_2012m,Top,6.5197,2.9016,0
R40,C_RES_SMD_2012m,Top,6.5197,2.6142,0
R41,C_RES_SMD_2012m,Top,6.5197,2.5079,0
R42,C_RES_SMD_2012m,Top,1.5591,4.0197,180
R43,C_RES_SMD_2012m,Top,1.8661,3.0669,270
R46,C_RES_SMD_2012m,Top,5.5827,3.4606,90
R47,C_RES_SMD_2012m,Top,5.6614,3.6024,180
R48,C_RES_SMD_2012m,Top,6.1102,3.2559,180
R49,C_RES_SMD_2012m,Top,6.1496,3.4055,90
R50,C_RES_SMD_2012m,Top,5.7087,2.9764,180
R51,C_RES_SMD_2012m,Top,6.3031,3.4055,0
R52,C_RES_SMD_2012m,Top,6.3031,3.2165,180
R53,C_RES_SMD_2012m,Top,5.7087,2.874,0
R54,C_RES_SMD_2012m,Top,5.6772,2.7756,0
R55,C_RES_SMD_2012m,Top,5.0551,3.1299,0
R56,C_RES_SMD_2012m,Top,5.0551,3.2244,0
R57,C_RES_SMD_2012m,Top,5.0551,3.3189,0
R58,C_RES_SMD_2012m,Top,5.7835,1.4724,270
R59,C_RES_SMD_2012m,Top,5.6457,1.437,180
R60,C_RES_SMD_2012m,Top,5.811,0.874,180
R61,C_RES_SMD_2012m,Top,5.811,0.9724,180
R62,C_RES_SMD_2012m,Top,4.9055,2.7441,270
R63,C_RES_SMD_2012m,Top,4.811,2.7441,270
R64,C_RES_SMD_2012m,Top,2.1417,3.2244,90
R65,C_RES_SMD_2012m,Top,2.0315,3.2244,90
R66,C_RES_SMD_2012m,Top,5.0551,2.7165,0
R67,C_RES_SMD_2012m,Top,5.0551,2.815,0
R68,C_RES_SMD_2012m,Top,0.4724,3.9764,270
R69,C_RES_SMD_2012m,Top,0.5512,4.3012,180
R70,C_RES_SMD_2012m,Top,1.7717,3.0669,90
R71,C_RES_SMD_2012m,Top,0.874,2.7717,180
R72,C_RES_SMD_2012m,Top,0.874,2.6732,0
R73,C_RES_SMD_2012m,Top,0.874,2.5748,180
R74,C_RES_SMD_2012m,Top,2.5984,1.9488,0
R75,C_RES_SMD_2012m,Top,2.315,1.2441,180
R76,C_RES_SMD_2012m,Top,2.315,1.3465,180
R77,C_RES_SMD_2012m,Top,2.315,1.4449,180
R78,C_RES_SMD_2012m,Top,3.2835,1.7362,90
R79,C_RES_SMD_2012m,Top,3.4606,0.2717,180
R80,C_RES_SMD_2012m,Top,3.7677,0.3268,180
R81,C_RES_SMD_2012m,Top,3.8543,0.9094,180
R82,C_RES_SMD_2012m,Top,3.5039,0.9488,180
R83,C_RES_SMD_2012m,Top,3.315,0.8465,180
R84,C_RES_SMD_2012m,Top,3.2638,0.374,180
R85,C_RES_SMD_2012m,Top,4.1339,1.1063,180
R86,C_RES_SMD_2012m,Top,4.2717,1.1378,270
R87,C_RES_SMD_2012m,Top,4.6929,0.9409,180
R88,C_RES_SMD_2012m,Top,8.1142,2.3622,180
R90,C_RES_SMD_2012m,Top,4.4331,2.7441,270
R91,C_RES_SMD_2012m,Top,3.626,4.7087,90
R92,C_RES_SMD_2012m,Top,6.0433,0.4016,270
R93,C_RES_SMD_2012m,Top,0.9331,1.7992,0
R95,C_RES_SMD_2012m,Top,3.3228,4.0433,0
R96,C_RES_SMD_2012m,Top,1.689,4.3346,180
R97,C_RES_SMD_2012m,Top,3.7362,3.7874,180
R98,C_RES_SMD_2012m,Top,4.0866,4.3504,180
R99,C_RES_SMD_2012m,Top,3.8386,4.3386,0
R100,C_RES_SMD_2012m,Top,4.0354,4.1811,90
R101,C_RES_SMD_2012m,Top,3.8386,4.4331,180
R102,C_RES_SMD_2012m,Top,4.3465,5.2992,0
R103,C_RES_SMD_2012m,Top,4.1772,4.1811,270
R104,C_RES_SMD_2012m,Top,4.5512,5.1378,90
R105,C_RES_SMD_2012m,Top,4.2992,4.6339,0
R106,C_RES_SMD_2012m,Top,4.1654,4.8543,270
R107,C_RES_SMD_2012m,Top,4.4882,4.7362,0
R108,C_RES_SMD_2012m,Top,5.0394,4.8543,270
R109,C_RES_SMD_2012m,Top,5.3858,4.7362,0
R110,C_RES_SMD_2012m,Top,4.8976,4.9213,270
R111,C_RES_SMD_2012m,Top,4.8031,4.9213,270
R112,C_RES_SMD_2012m,Top,3.4016,1.5984,180
R113,C_RES_SMD_2012m,Top,5.4843,5.0787,0
R114,C_RES_SMD_2012m,Top,5.1732,5.2953,180
R115,C_RES_SMD_2012m,Top,5.9252,4.6969,90
R116,C_RES_SMD_2012m,Top,5.9094,5.2087,0
R117,C_RES_SMD_2012m,Top,2.0827,3.4173,0
R118,C_RES_SMD_2012m,Top,4.5039,2.0157,180
R119,C_RES_SMD_2012m,Top,4.5039,2.1142,180
R120,C_RES_SMD_2012m,Top,4.7874,1.6496,0
R121,C_RES_SMD_2012m,Top,4.9764,2.3504,0
R122,C_RES_SMD_2012m,Top,4.6693,1.8543,0
R123,C_RES_SMD_2012m,Top,4.7795,2.3386,0
R124,C_RES_SMD_2012m,Top,1.9016,1.0315,0
R125,C_RES_SMD_2012m,Top,1.5591,2.0512,90
R126,C_RES_SMD_2012m,Top,1.6535,2.0512,90
R127,C_RES_SMD_2012m,Top,1.6063,1.4685,90
R128,C_RES_SMD_2012m,Top,1.9016,1.1339,0
R129,C_RES_SMD_2012m,Top,1.5591,4.1969,180
R130,C_RES_SMD_2012m,Top,0.9331,1.6811,0
R131,C_RES_SMD_2012m,Top,0.9921,2.2835,0
R132,C_RES_SMD_2012m,Top,0.9921,2.0945,0
R133,C_RES_SMD_2012m,Top,0.9921,2.189,0
R134,C_RES_SMD_2012m,Top,0.9921,2,0
R135,C_RES_SMD_2012m,Top,4.3465,4.4134,90
R136,C_RES_SMD_2012m,Top,4.4449,4.4134,90
R137,C_RES_SMD_2012m,Top,4.5433,4.4134,90
R138,C_RES_SMD_2012m,Top,4.6417,4.4134,90
R139,C_RES_SMD_2012m,Top,1.9016,0.9291,0
R140,C_RES_SMD_2012m,Top,1.9016,0.8268,0
R141,C_RES_SMD_2012m,Top,4.5906,3.5079,90
R142,C_RES_SMD_2012m,Top,4.4961,3.5079,90
R143,C_RES_SMD_2012m,Top,4.7795,3.5079,90
R144,C_RES_SMD_2012m,Top,4.685,3.5079,90
R154,C_RES_SMD_2012m,Top,3.378,1.7362,90
R155,C_RES_SMD_2012m,Top,3.2126,3.5827,90
R156,C_RES_SMD_2012m,Top,4.9921,5.2953,0
R157,C_RES_SMD_2012m,Top,2.2874,2.9055,90
R158,C_RES_SMD_2012m,Top,5.9685,5.0551,90
R159,C_RES_SMD_2012m,Top,1.9528,0.7244,0
R160,C_RES_SMD_2012m,Top,1.9528,0.622,0
R161,C_RES_SMD_2012m,Top,4.2756,2.7835,0
R162,C_RES_SMD_2012m,Top,4.2756,2.6811,0
R163,C_RES_SMD_2012m,Top,4.1614,3.0354,0
R164,C_RES_SMD_2012m,Top,4.1614,3.1339,0
R165,C_RES_SMD_2012m,Top,6.5551,1.1654,0
R166,C_RES_SMD_2012m,Top,6.5551,1.0551,0
R167,C_RES_SMD_2012m,Top,6.5551,0.8268,0
R168,C_RES_SMD_2012m,Top,6.5551,0.7165,0
R169,C_RES_SMD_2012m,Top,4.0394,4.8189,180
R170,C_RES_SMD_2012m,Top,4.9016,4.7441,0
R171,C_RES_SMD_2012m,Top,5.311,5.3228,270
R6,C_RES_SMD_3216m,Top,1.9449,4.5512,270
R18,C_RES_SMD_3216m,Top,7.3307,0.3189,270
R19,C_RES_SMD_3216m,Top,6.5,0.3465,180
R20,C_RES_SMD_3216m,Top,6.5,0.4764,180
R44,C_RES_SMD_3216m,Top,2.6417,3.9173,270
R45,C_RES_SMD_3216m,Top,3.0354,3.9173,270
R89,C_RES_SMD_3216m,Top,8.2953,0.752,0
R94,C_RES_SMD_3216m,Top,3.3661,4.248,90
R145,C_RES_SMD_3216m,Top,1.7008,5.3031,0
R146,C_RES_SMD_3216m,Top,1.7008,5.4213,0
R147,C_RES_SMD_3216m,Top,3.2362,5.126,270
R148,C_RES_SMD_3216m,Top,3.3543,5.126,270
R149,C_RES_SMD_3216m,Top,8.3858,0.9646,180
R150,C_RES_SMD_3216m,Top,8.0197,0.7598,270
R151,C_RES_SMD_3216m,Top,7.8268,0.7598,270
R152,C_RES_SMD_3216m,Top,7.6378,0.7598,90
R153,C_RES_SMD_3216m,Top,7.4488,0.7598,270
R172,C_RES_SMD_3216m,Top,6.5,0.2362,180
R173,C_RES_SMD_3216m,Top,6.5,0.5866,180
R174,C_RES_SMD_3216m,Top,8.4724,4.4685,0
R175,C_RES_SMD_3216m,Top,8.4843,5.0079,0
R176,C_RES_SMD_3216m,Top,8.4961,3.7323,90
RS5,C_RES_SMD_3216m,Top,7.937,1.9291,180
RS6,C_RES_SMD_3216m,Top,7.937,1.5433,180
RS2,C_RES_SMD_6432m,Top,7.937,1.7756,0
RS3,C_RES_SMD_6432m,Top,7.937,1.3858,0
RS4,C_RES_SMD_6432m,Top,7.937,2.1732,0
C1,C_SMD_CAP_POL_6.6,Top,2.9488,3.5315,180
C2,C_SMD_CAP_POL_6.6,Top,2.5394,3.5315,0
C4,C_SMD_CAP_POL_6.6,Top,1.0866,5.2874,90
C79,C_SMD_CAP_POL_8.3,Top,3.2677,4.7283,90
C78,C_SMD_CAP_POL_10.3,Top,1.7874,4.9252,90
TP6,C_Test_Point_1,Top,1.6339,2.2126,0
TP7,C_Test_Point_1,Top,5.378,1.6339,0
TP8,C_Test_Point_1,Top,5.4134,0.3268,0
TP9,C_Test_Point_1,Top,4.4882,1.6417,0
TP10,C_Test_Point_1,Top,4.6181,2.4488,0
TP11,C_Test_Point_1,Top,4.9055,1.063,0
TP12,C_Test_Point_1,Top,2.9803,1.0118,0
TP13,C_Test_Point_1,Top,2.9291,0.4449,0
TP14,C_Test_Point_1,Top,3.3504,2.3031,0
TP16,C_Test_Point_1,Top,3.4606,3.8189,0
TP17,C_Test_Point_1,Top,3.2795,2.1969,0
TP18,C_Test_Point_1,Top,4.6417,5,0
TP19,C_Test_Point_1,Top,4.2165,4.4528,0
TP20,C_Test_Point_1,Top,5.1102,4.4606,0
TP21,C_Test_Point_1,Top,5.1575,5.4094,0
TP22,C_Test_Point_1,Top,4.1614,4.0709,0
TP23,C_Test_Point_1,Top,3.7953,4.5039,0
TP24,C_Test_Point_1,Top,1.7677,2.1102,0
TP25,C_Test_Point_1,Top,2.1063,2.2598,0
TP26,C_Test_Point_1,Top,1.9331,2.4606,0
TP27,C_Test_Point_1,Top,2.0315,3.063,0
TP28,C_Test_Point_1,Top,2.1772,3.0945,0
TP29,C_Test_Point_1,Top,1.8228,3.3228,0
TP30,C_Test_Point_1,Top,1.8071,2.9094,0
TP31,C_Test_Point_1,Top,1.6772,3.752,0
TP1,C_Test_Point_2,Top,1.8701,3.7244,90
TP2,C_Test_Point_2,Top,2.4921,3.2441,180
TP3,C_Test_Point_2,Top,3.3504,3.2953,0
TP4,C_Test_Point_2,Top,2.5866,2.4409,180
TP5,C_Test_Point_2,Top,3.2677,2.811,90
TP15,C_Test_Point_2,Top,5.9016,5.3425,180
TP32,C_Test_Point_2,Top,3.9055,5.4331,90
TP33,C_Test_Point_2,Top,1.8583,5.3346,90
RT1,C_Trim_SMD_Burns_TopAdj,Top,5.4724,5.2874,180
RT2,C_Trim_SMD_Burns_TopAdj,Top,4.0551,4.6654,90
RT3,C_Trim_SMD_Burns_TopAdj,Top,4.9528,4.5866,90
VR2,C_Volt_Reg_POS_TO220_+Small_HS,Top,2.1835,4.1132,180
U3,DAC8550IBDGKT_16bit DAC,Top,2.8425,2.0827,90
U17,DG408LEDY_8-1_MUX,Top,2.9213,1.2756,0
U9,DG409DY-T1-E3,Top,6.2362,2.0118,270
U2,ISO3088DW,Top,1.1969,4.0551,90
U10,IX4427_2-CH_M-FET_DRV,Top,6.252,2.9764,270
U11,IX4427_2-CH_M-FET_DRV,Top,6.252,2.5827,270
U4,MAX1163_16bit_ADC,Top,2.8425,1.8228,90
U26,MAX4659_A_switch_SPDT,Top,5.7913,4.9724,180
U27,MCP1501_Vref,Top,4.2717,2.1024,0
U14,MP6513GJ-P_H-bridge,Top,5.6024,0.9488,180
U15,MP6513GJ-P_H-bridge,Top,0.7953,2.1417,90
U31,MP6513GJ-P_H-bridge,Top,6.252,0.9685,180
U32,MP6513GJ-P_H-bridge,Top,6.252,0.7165,180
U21,MUX508IDR,Top,4.6063,4.0984,180
U30,MUX508IDR,Top,5.4921,4.0984,180
U18,OP1177_singl_op-amp,Top,3.2717,1.311,0
U20,OP1177_singl_op-amp,Top,4.6929,1.122,270
U12,OP2177_dual_op-amp,Top,5.811,3.3819,270
U19,OP2177_dual_op-amp,Top,3.3386,0.6102,180
U23,OP2177_dual_op-amp,Top,3.8543,4.0157,0
U24,OP2177_dual_op-amp,Top,4.3661,4.9724,0
U25,OP2177_dual_op-amp,Top,5.2598,4.9724,0
U28,OP2177_dual_op-amp,Top,4.7677,2.1024,0
U16,PCA9555_IO_EXP,Top,4.5984,3.122,0
U5,REF198FSZ,Top,3.0394,2.449,270
D3,SM_Diode_2_Ser_SOD23,Top,6.2874,0.3031,270
D4,SM_Diode_2_Ser_SOD23,Top,6.2874,0.5,90
D18,SM_Diode_2_Ser_SOD23,Top,3.7677,0.7283,270
D19,SM_Diode_2_Ser_SOD23,Top,3.7244,0.4764,90
D20,SM_Diode_2_Ser_SOD23,Top,3.1142,0.8937,90
D21,SM_Diode_2_Ser_SOD23,Top,3.063,0.3268,270
D33,SM_Diode_2_Ser_SOD23,Top,3.3228,3.9173,180
D2,SM_Diode_DO214AA,Top,0.6378,5.311,270
D31,SM_Diode_DO214AA,Top,3.6535,5.1024,180
D32,SM_Diode_DO214AA,Top,3.6535,4.9094,180
D12,SM_Diode_SOD323,Top,5.937,2.185,0
D13,SM_Diode_SOD323,Top,6.563,2.1417,90
D17,SM_Diode_SOD323,Top,3.2362,1.9134,90
D24,SM_Diode_SOD323,Top,5.1969,4.6339,180
D25,SM_Diode_SOD323,Top,5.937,0.685,270
D26,SM_Diode_SOD323,Top,0.6417,2.3819,90
D27,SM_Diode_SOD323,Top,2.9291,3.9173,270
D28,SM_Diode_SOD323,Top,2.748,3.9173,90
D34,SM_Diode_SOD323,Top,2.811,2.6693,90
D36,SM_Diode_SOD323,Top,2.5906,2.5591,180
D38,SM_Diode_SOD323,Top,1.0551,1.4488,180
