Ref Designator,Mid X,Mid Y,Layer,Rotation,Package
C128,4.9409,1.8189,Top,270,0805
C129,4.9449,2.2205,Top,270,0805
C106,8.2913,0.5551,Top,180,DNI
C107,8.4724,4.3307,Top,180,DNI
C108,8.4843,4.8425,Top,180,DNI
C109,8.4961,3.5039,Top,90,DNI
C3,3.0551,5.1378,Top,90,1411
C17,2.0787,3.6496,Top,180,1411
C25,2.5748,2.7205,Top,0,1411
C27,3.4016,2.4884,Top,270,1411
C37,3.0551,5.4016,Top,270,1411
C81,2.937,4.437,Top,180,1411
C82,2.6614,4.437,Top,180,1411
C125,3.0591,2.7205,Top,0,1411
J14,5.0512,1.811,Top,270,DNI
J16,5.9291,4.3189,Top,0,TH 2p wire
J7,0.2795,2.2087,Top,0,SIL 4pin 2.54mm
J18,1.2058,0.7718,Top,90,DNI
J8,1.6782,0.8218,Top,90,DNI
J17,1.4578,0.8218,Top,90,DNI
VR5,2.5,5.2784,Top,0,TH
VR4,2.5,4.7508,Top,0,TH
L4,8.5157,0.752,Top,180,1206
L5,8.5157,0.5551,Top,180,1206
RS1,7.5591,3.1024,Top,0,TH
FS4,8.1378,4.7419,Top,90,TH 2p 22.6mm
FS1,1.0118,4.8228,Top,0,TH 2p 22.6mm
L6,1.4094,5.3583,Top,0,1919
L7,3.315,5.374,Top,0,1919
L8,2.6417,4.1811,Top,270,1919
L9,3.0354,4.1811,Top,270,1919
T4,7.0709,4.0492,Top,180,TO-220
J2,0.7795,3.1417,Top,90,TH 2x5pin 2.54mm
T1,6.9528,4.9724,Top,180,DNI
NTC1,4.8425,1.8189,Top,90,0805
SW1,5.7563,1.2126,Top,180,TH
SW2,0.5791,1.7717,Top,180,TH
SW3,6.9055,0.9217,Top,270,TH
SW4,6.8697,0.3583,Top,0,TH
R1,1.0079,2.8898,Top,0,0805
R2,1.0079,2.9921,Top,0,0805
R3,1.0079,3.0945,Top,0,0805
R4,1.0079,3.1969,Top,0,0805
R5,1.0079,3.2992,Top,0,0805
R7,1.748,4.1299,Top,180,0805
R8,1.748,4.0197,Top,180,0805
R9,1.6535,3.2874,Top,90,0805
R10,2.0394,2.4606,Top,0,0805
R11,2.5984,1.8543,Top,0,0805
R12,2.0394,2.3504,Top,0,0805
R13,1.9134,2.248,Top,0,0805
R14,1.9134,2.1496,Top,0,0805
R15,7.2165,0.7047,Top,180,0805
R16,7.2165,0.5866,Top,180,0805
R17,7.2165,0.8465,Top,180,0805
R21,6.5827,3.689,Top,0,0805
R22,7.2165,0.9449,Top,180,DNI
R23,4.3189,0.8661,Top,0,0805
R24,4.622,2.7441,Top,270,0805
R25,4.7165,2.7441,Top,270,0805
R26,4.5276,2.7441,Top,270,0805
R27,6,1.6378,Top,180,0805
R28,6,1.7362,Top,180,0805
R29,5.0551,3.4134,Top,0,0805
R30,5.0551,2.9409,Top,0,0805
R31,5.0551,3.0354,Top,0,0805
R32,6.8465,2.1535,Top,180,0805
R33,6.8465,2.2559,Top,180,0805
R34,6.8465,1.8661,Top,180,0805
R35,6.8465,1.9685,Top,180,0805
R36,6.8465,1.5118,Top,180,0805
R37,6.8465,1.6142,Top,180,0805
R38,6.5197,3,Top,0,0805
R39,6.5197,2.9016,Top,0,0805
R40,6.5197,2.6142,Top,0,0805
R41,6.5197,2.5079,Top,0,0805
R42,1.5591,4.0197,Top,180,0805
R43,1.8661,3.0669,Top,270,0805
R46,5.5827,3.4606,Top,90,0805
R47,5.6614,3.6024,Top,180,0805
R48,6.1102,3.2559,Top,180,0805
R49,6.1496,3.4055,Top,90,0805
R50,5.7087,2.9764,Top,180,0805
R51,6.3031,3.4055,Top,0,0805
R52,6.3031,3.2165,Top,180,0805
R53,5.7087,2.874,Top,0,0805
R54,5.6772,2.7756,Top,0,0805
R55,5.0551,3.1299,Top,0,0805
R56,5.0551,3.2244,Top,0,0805
R57,5.0551,3.3189,Top,0,0805
R58,5.7835,1.4724,Top,270,0805
R59,5.6457,1.437,Top,180,0805
R60,5.811,0.874,Top,180,0805
R61,5.811,0.9724,Top,180,0805
R62,4.9055,2.7441,Top,270,0805
R63,4.811,2.7441,Top,270,0805
R64,2.1417,3.2244,Top,90,0805
R65,2.0315,3.2244,Top,90,0805
R66,5.0551,2.7165,Top,0,0805
R67,5.0551,2.815,Top,0,0805
R68,0.4724,3.9764,Top,270,0805
R69,0.5512,4.3012,Top,180,0805
R70,1.7717,3.0669,Top,90,0805
R71,0.874,2.7717,Top,180,0805
R72,0.874,2.6732,Top,0,0805
R73,0.874,2.5748,Top,180,0805
R74,2.5984,1.9488,Top,0,0805
R75,2.315,1.2441,Top,180,0805
R76,2.315,1.3465,Top,180,0805
R77,2.315,1.4449,Top,180,0805
R78,3.2835,1.7362,Top,90,0805
R79,3.4606,0.2717,Top,180,0805
R80,3.7677,0.3268,Top,180,0805
R81,3.8543,0.9094,Top,180,0805
R82,3.5039,0.9488,Top,180,0805
R83,3.315,0.8465,Top,180,0805
R84,3.2638,0.374,Top,180,0805
R85,4.1339,1.1063,Top,180,0805
R86,4.2717,1.1378,Top,270,0805
R87,4.6929,0.9409,Top,180,0805
R88,8.1142,2.3622,Top,180,0805
R90,4.4331,2.7441,Top,270,0805
R91,3.626,4.7087,Top,90,0805
R92,6.0433,0.4016,Top,270,DNI
R93,0.9331,1.7992,Top,0,0805
R95,3.3228,4.0433,Top,0,0805
R96,1.689,4.3346,Top,180,0805
R97,3.7362,3.7874,Top,180,0805
R98,4.0866,4.3504,Top,180,0805
R99,3.8386,4.3386,Top,0,0805
R100,4.0354,4.1811,Top,90,0805
R101,3.8386,4.4331,Top,180,0805
R102,4.3465,5.2992,Top,0,0805
R103,4.1772,4.1811,Top,270,0805
R104,4.5512,5.1378,Top,90,0805
R105,4.2992,4.6339,Top,0,DNI
R106,4.1654,4.8543,Top,270,0805
R107,4.4882,4.7362,Top,0,0805
R108,5.0394,4.8543,Top,270,0805
R109,5.3858,4.7362,Top,0,0805
R110,4.8976,4.9213,Top,270,0805
R111,4.8031,4.9213,Top,270,0805
R112,3.4016,1.5984,Top,180,0805
R113,5.4843,5.0787,Top,0,0805
R114,5.1732,5.2953,Top,180,0805
R115,5.9252,4.6969,Top,90,0805
R116,5.9094,5.2087,Top,0,0805
R117,2.0827,3.4173,Top,0,0805
R118,4.5039,2.0157,Top,180,0805
R119,4.5039,2.1142,Top,180,0805
R120,4.7874,1.6496,Top,0,0805
R121,4.9764,2.3504,Top,0,0805
R122,4.6693,1.8543,Top,0,0805
R123,4.7795,2.3386,Top,0,0805
R124,1.9016,1.0315,Top,0,0805
R125,1.5591,2.0512,Top,90,0805
R126,1.6535,2.0512,Top,90,0805
R127,1.6063,1.4685,Top,90,0805
R128,1.9016,1.1339,Top,0,0805
R129,1.5591,4.1969,Top,180,DNI
R130,0.9331,1.6811,Top,0,0805
R131,0.9921,2.2835,Top,0,0805
R132,0.9921,2.0945,Top,0,0805
R133,0.9921,2.189,Top,0,0805
R134,0.9921,2,Top,0,0805
R135,4.3465,4.4134,Top,90,0805
R136,4.4449,4.4134,Top,90,0805
R137,4.5433,4.4134,Top,90,0805
R138,4.6417,4.4134,Top,90,0805
R139,1.9016,0.9291,Top,0,0805
R140,1.9016,0.8268,Top,0,0805
R141,4.5906,3.5079,Top,90,0805
R142,4.4961,3.5079,Top,90,0805
R143,4.7795,3.5079,Top,90,0805
R144,4.685,3.5079,Top,90,0805
R154,3.378,1.7362,Top,90,0805
R155,3.2126,3.5827,Top,90,0805
R156,4.9921,5.2953,Top,0,DNI
R157,2.2874,2.9055,Top,90,0805
R158,5.9685,5.0551,Top,90,0805
R159,1.9528,0.7244,Top,0,0805
R160,1.9528,0.622,Top,0,0805
R161,4.2756,2.7835,Top,0,0805
R162,4.2756,2.6811,Top,0,0805
R163,4.1614,3.0354,Top,0,0805
R164,4.1614,3.1339,Top,0,0805
R165,6.5551,1.1654,Top,0,0805
R166,6.5551,1.0551,Top,0,0805
R167,6.5551,0.8268,Top,0,0805
R168,6.5551,0.7165,Top,0,0805
R169,4.0394,4.8189,Top,180,0805
R170,4.9016,4.7441,Top,0,0805
R171,5.311,5.3228,Top,270,0805
R6,1.9449,4.5512,Top,270,DNI
R18,7.3307,0.3189,Top,270,1206
R19,6.5,0.3465,Top,180,1206
R20,6.5,0.4764,Top,180,1206
R44,2.6417,3.9173,Top,270,1206
R45,3.0354,3.9173,Top,270,1206
R89,8.2953,0.752,Top,0,DNI
R94,3.3661,4.248,Top,90,1206
R145,1.7008,5.3031,Top,0,1206
R146,1.7008,5.4213,Top,0,1206
R147,3.2362,5.126,Top,270,1206
R148,3.3543,5.126,Top,270,1206
R149,8.3858,0.9646,Top,180,1206
R150,8.0197,0.7598,Top,270,1206
R151,7.8268,0.7598,Top,270,1206
R152,7.6378,0.7598,Top,90,1206
R153,7.4488,0.7598,Top,270,1206
R172,6.5,0.2362,Top,180,1206
R173,6.5,0.5866,Top,180,1206
R174,8.4724,4.4685,Top,0,DNI
R175,8.4843,5.0079,Top,0,DNI
R176,8.4961,3.7323,Top,90,DNI
RS5,7.937,1.9291,Top,180,1206
RS6,7.937,1.5433,Top,180,1206
RS2,7.937,1.7756,Top,0,2512
RS3,7.937,1.3858,Top,0,2512
RS4,7.937,2.1732,Top,0,2512
C1,2.9488,3.5315,Top,180,6.3mm SM Can
C2,2.5394,3.5315,Top,0,6.3mm SM Can
C4,1.0866,5.2874,Top,90,6.3mm SM Can
C79,3.2677,4.7283,Top,90,8mm SM Can
C78,1.7874,4.9252,Top,90,10mm SM Can
TP6,1.6339,2.2126,Top,0,DNI
TP7,5.378,1.6339,Top,0,DNI
TP8,5.4134,0.3268,Top,0,DNI
TP9,4.4882,1.6417,Top,0,DNI
TP10,4.6181,2.4488,Top,0,DNI
TP11,4.9055,1.063,Top,0,DNI
TP12,2.9803,1.0118,Top,0,DNI
TP13,2.9291,0.4449,Top,0,DNI
TP14,3.3504,2.3031,Top,0,DNI
TP16,3.4606,3.8189,Top,0,DNI
TP17,3.2795,2.1969,Top,0,DNI
TP18,4.6417,5,Top,0,DNI
TP19,4.2165,4.4528,Top,0,DNI
TP20,5.1102,4.4606,Top,0,DNI
TP21,5.1575,5.4094,Top,0,DNI
TP22,4.1614,4.0709,Top,0,DNI
TP23,3.7953,4.5039,Top,0,DNI
TP24,1.7677,2.1102,Top,0,DNI
TP25,2.1063,2.2598,Top,0,DNI
TP26,1.9331,2.4606,Top,0,DNI
TP27,2.0315,3.063,Top,0,DNI
TP28,2.1772,3.0945,Top,0,DNI
TP29,1.8228,3.3228,Top,0,DNI
TP30,1.8071,2.9094,Top,0,DNI
TP31,1.6772,3.752,Top,0,DNI
TP1,1.8701,3.7244,Top,90,DNI
TP2,2.4921,3.2441,Top,180,DNI
TP3,3.3504,3.2953,Top,0,DNI
TP4,2.5866,2.4409,Top,180,DNI
TP5,3.2677,2.811,Top,90,DNI
TP15,5.9016,5.3425,Top,180,DNI
TP32,3.9055,5.4331,Top,90,DNI
TP33,1.8583,5.3346,Top,90,DNI
RT1,5.4724,5.2874,Top,180,DNI
RT2,4.0551,4.6654,Top,90,DNI
RT3,4.9528,4.5866,Top,90,DNI
VR2,2.1835,4.1132,Top,180,TO-220
U3,2.8425,2.0827,Top,90,VSSOP-8
U17,2.9213,1.2756,Top,0,SOIC-16
U9,6.2362,2.0118,Top,270,SOIC-16
U2,1.1969,4.0551,Top,90,WSOIC-16
U10,6.252,2.9764,Top,270,SOIC-8
U11,6.252,2.5827,Top,270,SOIC-8
U4,2.8425,1.8228,Top,90,umax-10
U26,5.7913,4.9724,Top,180,SOIC-8
U27,4.2717,2.1024,Top,0,SOIC-8
U14,5.6024,0.9488,Top,180,TSOT23-6
U15,0.7953,2.1417,Top,90,TSOT23-6
U31,6.252,0.9685,Top,180,TSOT23-6
U32,6.252,0.7165,Top,180,TSOT23-6
U21,4.6063,4.0984,Top,180,SOIC-16
U30,5.4921,4.0984,Top,180,SOIC-16
U18,3.2717,1.311,Top,0,SOIC-8
U20,4.6929,1.122,Top,270,SOIC-8
U12,5.811,3.3819,Top,270,SOIC-8
U19,3.3386,0.6102,Top,180,SOIC-8
U23,3.8543,4.0157,Top,0,SOIC-8
U24,4.3661,4.9724,Top,0,SOIC-8
U25,5.2598,4.9724,Top,0,SOIC-8
U28,4.7677,2.1024,Top,0,SOIC-8
U16,4.5984,3.122,Top,0,WSOIC-24
U5,3.0394,2.449,Top,270,SOIC-8
D3,6.2874,0.3031,Top,270,SOT-23-3
D4,6.2874,0.5,Top,90,SOT-23-3
D18,3.7677,0.7283,Top,270,SOT-23-3
D19,3.7244,0.4764,Top,90,SOT-23-3
D20,3.1142,0.8937,Top,90,SOT-23-3
D21,3.063,0.3268,Top,270,SOT-23-3
D33,3.3228,3.9173,Top,180,SOT-23-3
D2,0.6378,5.311,Top,270,DO-214AA
D31,3.6535,5.1024,Top,180,DO-214AA
D32,3.6535,4.9094,Top,180,DO-214AA
D12,5.937,2.185,Top,0,SOD-323
D13,6.563,2.1417,Top,90,SOD-323
D17,3.2362,1.9134,Top,90,SOD-323
D24,5.1969,4.6339,Top,180,SOD-323
D25,5.937,0.685,Top,270,SOD-323
D26,0.6417,2.3819,Top,90,SOD-323
D27,2.9291,3.9173,Top,270,SOD-323
D28,2.748,3.9173,Top,90,SOD-323
D34,2.811,2.6693,Top,90,SOD-323
D36,2.5906,2.5591,Top,180,SOD-323
D38,1.0551,1.4488,Top,180,SOD-323
LED1,0.2913,2.8346,Top,270,0805
LED2,0.2913,2.6535,Top,270,0805
LED3,0.2913,2.4724,Top,270,0805
T9,0.6732,3.7402,Top,0,SOT-23
T2,7.3465,1.8031,Top,90,DNI
T3,7.3465,1.4094,Top,90,SOIC-8
T7,7.3465,2.1969,Top,90,SOIC-8
D1,0.8189,5.311,Top,270,SOD-106-2
D10,7.2047,0.3583,Top,270,DNI
D16,7.0709,3.689,Top,180,SOD-106-2
D5,5.2598,0.2717,Top,180,SOD-123FL
D6,5.4449,0.6181,Top,90,SOD-123FL
D7,5.7717,0.7087,Top,180,SOD-123FL
D8,0.6417,2.1575,Top,270,SOD-123FL
D22,2.8898,2.9291,Top,270,SOD-123
D23,2.5354,2.9291,Top,90,SOD-123
D29,2.9724,3.752,Top,0,SOD-123FL
D30,2.7047,3.752,Top,0,SOD-123FL
D35,0.8937,3.748,Top,0,SOD-123
D37,1.0512,1.3543,Top,180,SOD-123
U13,5.5039,2.9134,Top,180,SOT-23-6
T5,6.4882,3.2913,Top,90,SOT-23
T6,5.9134,2.9213,Top,270,SOT-23
VR3,3.0709,3.0984,Top,0,SOIC-8
VR1,2.7126,3.0984,Top,0,SOIC-8
XTAL1,2,2.7441,Top,90,SMD 3.2mm x 2.5mm
